"_unnamed_var","building_id","state","county","city","zip","address","area_sq_ft","year_built","building_type","cooling_system_type","heating_system_type","heating_fuel_type","energy_use_intensity","energy_efficiency_potential","total_site_energy_GJ","total_source_energy_GJ","geocoded","geometry"
3332,6021005068327,KY,Christian,DAWSON SPRINGS,42408,18824 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,762.919823347791,,1316.489990234375,3295.780029296875,"(37.091455, -87.615042)",POINT(37.091455 -87.615042)
3360,6021005064236,KY,Christian,DAWSON SPRINGS,42408,19526 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,741.640916771182,,720.04998779296875,1621.6600341796875,"(37.097249, -87.615219)",POINT(37.097249 -87.615219)
3248,6021005065933,KY,Christian,DAWSON SPRINGS,42408,22605 CLIFTY SHORES RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,418.220013298451,,392.33999633789057,751.79998779296864,"(37.116688, -87.665007)",POINT(37.116688 -87.665007)
15422,6021005030286,KY,Caldwell,DAWSON SPRINGS,42408,316 REDDEN DOCK RD DAWSON SPRINGS KY 42408,1000,,SingleFamily,OT,GAS,Gas,274.425924041199,,410.83999633789057,1300.47998046875,"(37.146413, -87.688349)",POINT(37.146413 -87.688349)
9659,6021005030508,KY,Caldwell,DAWSON SPRINGS,42408,18203 DAWSON RD DAWSON SPRINGS KY 42408,1912,,SingleFamily,CE,GAS,Gas,479.58458876849,,1043.469970703125,3297.840087890625,"(37.161413, -87.711742)",POINT(37.161413 -87.711742)
9658,6021005034671,KY,Caldwell,DAWSON SPRINGS,42408,18203 DAWSON RD DAWSON SPRINGS KY 42408,1912,,SingleFamily,CE,GAS,Gas,742.917951330825,,1374.52001953125,4353.10986328125,"(37.161413, -87.711742)",POINT(37.161413 -87.711742)
9657,6021005030116,KY,Caldwell,DAWSON SPRINGS,42408,18203 DAWSON RD DAWSON SPRINGS KY 42408,1912,,SingleFamily,CE,GAS,Gas,228.749482051718,,659.52001953125,1349.1800537109375,"(37.161413, -87.711742)",POINT(37.161413 -87.711742)
5778,6021005034462,KY,Caldwell,DAWSON SPRINGS,42408,18097 DAWSON RD DAWSON SPRINGS KY 42408,1576,,SingleFamily,CE,GAS,Gas,328.210213107276,,186.32000732421875,364.6400146484375,"(37.161445, -87.713568)",POINT(37.161445 -87.713568)
5779,6021005032375,KY,Caldwell,DAWSON SPRINGS,42408,18097 DAWSON RD DAWSON SPRINGS KY 42408,1576,,SingleFamily,CE,GAS,Gas,234.215184376524,,521.46002197265625,1061.75,"(37.161445, -87.713568)",POINT(37.161445 -87.713568)
8910,6021005034769,KY,Caldwell,DAWSON SPRINGS,42408,341 BOARD RD DAWSON SPRINGS KY 42408,1640,,SingleFamily,CE,GAS,Gas,234.795566180345,,435.17999267578131,1200.4300537109375,"(37.162902, -87.724031)",POINT(37.162902 -87.724031)
8911,6021005030114,KY,Caldwell,DAWSON SPRINGS,42408,341 BOARD RD DAWSON SPRINGS KY 42408,1640,,SingleFamily,CE,GAS,Gas,779.244768117184,,624.260009765625,1974.800048828125,"(37.162902, -87.724031)",POINT(37.162902 -87.724031)
10314,6021005094261,KY,Hopkins,DAWSON SPRINGS,42408,120 PRICE LOOP DAWSON SPRINGS KY 42408,900,,SingleFamily,NONE,GAS,Gas,230.295127775092,EE_MED,399.239990234375,782.80999755859375,"(37.225304, -87.671048)",POINT(37.225304 -87.671048)
7357,6020004881217,KY,Hopkins,MADISONVILLE,42431,602 W BROADWAY ST MADISONVILLE KY 42431,840,,SingleFamily,WA,GAS,Gas,125.343144887799,EE_MED,53.180000305175774,109.08999633789062,"(37.326465, -87.509919)",POINT(37.326465 -87.509919)
3371,6021005067889,KY,Christian,DAWSON SPRINGS,42408,19796 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,341.448211976118,,251.74000549316409,484.54998779296881,"(37.0912279, -87.644528)",POINT(37.0912279 -87.644528)
3372,6021005065345,KY,Christian,DAWSON SPRINGS,42408,19796 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,98.7878754104393,,65.379997253417969,139.05000305175781,"(37.0912279, -87.644528)",POINT(37.0912279 -87.644528)
3368,6021005068017,KY,Christian,DAWSON SPRINGS,42408,19756 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,125.503430012476,,365.75,787.010009765625,"(37.0914247, -87.643362)",POINT(37.0914247 -87.643362)
3369,6021005067679,KY,Christian,DAWSON SPRINGS,42408,19756 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,426.618506594246,,230.38999938964844,426.17999267578131,"(37.0914247, -87.643362)",POINT(37.0914247 -87.643362)
3370,6021005067829,KY,Christian,DAWSON SPRINGS,42408,19756 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,464.409017199258,,215.6000061035156,395.3800048828125,"(37.0914247, -87.643362)",POINT(37.0914247 -87.643362)
3375,6021005065763,KY,Christian,DAWSON SPRINGS,42408,19918 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,179.182922567412,,509.32998657226562,960.15997314453125,"(37.1035759, -87.621256)",POINT(37.1035759 -87.621256)
2284,6021005035297,KY,Caldwell,DAWSON SPRINGS,42408,3265 CLAXTON RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,768.804714761849,,557.66998291015625,1765.97998046875,"(37.1052251, -87.757824)",POINT(37.1052251 -87.757824)
3397,6021005064868,KY,Christian,DAWSON SPRINGS,42408,21056 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,163.075552269501,,456.1300048828125,754.8599853515625,"(37.106832, -87.6501167)",POINT(37.106832 -87.6501167)
3240,6021005063645,KY,Christian,DAWSON SPRINGS,42408,21758 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,729.027340756079,,664.65997314453125,1469.8199462890625,"(37.1098714, -87.640789)",POINT(37.1098714 -87.640789)
3239,6021005065289,KY,Christian,DAWSON SPRINGS,42408,21758 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,498.288319191141,,308.239990234375,586.21002197265625,"(37.1098714, -87.640789)",POINT(37.1098714 -87.640789)
5689,6021005037306,KY,Caldwell,DAWSON SPRINGS,42408,18237 DAWSON RD DAWSON SPRINGS KY 42408,1064,,SingleFamily,CE,GAS,Gas,514.457349243504,EE_LOW,773.90997314453125,2445.52001953125,"(37.161224, -87.7111539)",POINT(37.161224 -87.7111539)
5688,6021005031557,KY,Caldwell,DAWSON SPRINGS,42408,18237 DAWSON RD DAWSON SPRINGS KY 42408,1064,,SingleFamily,CE,GAS,Gas,391.222618553817,EE_LOW,285.14999389648438,800.4000244140625,"(37.161224, -87.7111539)",POINT(37.161224 -87.7111539)
13676,6021005031003,KY,Caldwell,DAWSON SPRINGS,42408,173 WHITE SCHOOL RD DAWSON SPRINGS KY 42408,965,,SingleFamily,NO,GAS,Gas,329.223904442761,,473.30999755859375,911.719970703125,"(37.185017, -87.7488752)",POINT(37.185017 -87.7488752)
13677,6021005029420,KY,Caldwell,DAWSON SPRINGS,42408,173 WHITE SCHOOL RD DAWSON SPRINGS KY 42408,965,,SingleFamily,NO,GAS,Gas,257.303961474228,,457.04000854492182,891.29998779296864,"(37.185017, -87.7488752)",POINT(37.185017 -87.7488752)
11085,6021005095603,KY,Hopkins,MADISONVILLE,42431,1520 SUGAR CREEK RD MADISONVILLE KY 42431,1173,,SingleFamily,NONE,GAS,Gas,505.605282990829,EE_HIGH,1108.219970703125,2848.43994140625,"(37.266739, -87.5659774)",POINT(37.266739 -87.5659774)
4490,6020004877928,KY,Hopkins,MADISONVILLE,42431,332 BEARDS CT MADISONVILLE KY 42431,784,,SingleFamily,NONE,GAS,Gas,348.547642124138,EE_MED,334.260009765625,652.21002197265625,"(37.334474, -87.5077601)",POINT(37.334474 -87.5077601)
3301,6021005066740,KY,Christian,DAWSON SPRINGS,42408,17437 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,444.533081190775,,879.07000732421875,2264.8798828125,"(37.0735037, -87.6146494)",POINT(37.0735037 -87.6146494)
3302,6021005067834,KY,Christian,DAWSON SPRINGS,42408,17437 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,572.22597977416,,757.02001953125,1704.719970703125,"(37.0735037, -87.6146494)",POINT(37.0735037 -87.6146494)
3303,6021005063711,KY,Christian,DAWSON SPRINGS,42408,17557 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,266.155142793687,,401.57998657226562,798.17999267578114,"(37.0748137, -87.6194671)",POINT(37.0748137 -87.6194671)
3304,6021005063366,KY,Christian,DAWSON SPRINGS,42408,17557 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,325.388414397819,,248.8500061035156,483.60000610351562,"(37.0748137, -87.6194671)",POINT(37.0748137 -87.6194671)
16585,6021005034206,KY,Caldwell,DAWSON SPRINGS,42408,7342 SANDLICK RD DAWSON SPRINGS KY 42408,1279,,SingleFamily,CE,GAS,Gas,140.492298479197,,185.92999267578125,399.76998901367193,"(37.0798074, -87.7540001)",POINT(37.0798074 -87.7540001)
3308,6021005065172,KY,Christian,DAWSON SPRINGS,42408,17916 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,338.372778102573,,1453.4100341796875,3620.60009765625,"(37.0799678, -87.6185222)",POINT(37.0799678 -87.6185222)
3318,6021005067544,KY,Christian,DAWSON SPRINGS,42408,18548 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,649.782499825808,,898.34002685546864,2845.030029296875,"(37.0873098, -87.6118304)",POINT(37.0873098 -87.6118304)
3319,6021005062594,KY,Christian,DAWSON SPRINGS,42408,18548 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,390.42380539842,,623.0999755859375,1203.8800048828125,"(37.0873098, -87.6118304)",POINT(37.0873098 -87.6118304)
3317,6021005062651,KY,Christian,DAWSON SPRINGS,42408,18548 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,884.632685938806,,529.25,1441.760009765625,"(37.0873098, -87.6118304)",POINT(37.0873098 -87.6118304)
3354,6021005062715,KY,Christian,DAWSON SPRINGS,42408,19168 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,279.900433492501,,424.47000122070312,819.92999267578114,"(37.0882005, -87.6354691)",POINT(37.0882005 -87.6354691)
3353,6021005067724,KY,Christian,DAWSON SPRINGS,42408,19168 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,276.896321070234,,543.3800048828125,1044.8599853515625,"(37.0882005, -87.6354691)",POINT(37.0882005 -87.6354691)
3320,6021005067832,KY,Christian,DAWSON SPRINGS,42408,18586 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,486.643517263491,,832.79998779296864,2150.2900390625,"(37.0884288, -87.6133347)",POINT(37.0884288 -87.6133347)
3321,6021005066575,KY,Christian,DAWSON SPRINGS,42408,18586 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,583.783580335619,,618.07000732421875,1953.239990234375,"(37.0884288, -87.6133347)",POINT(37.0884288 -87.6133347)
3323,6021005063409,KY,Christian,DAWSON SPRINGS,42408,18664 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,374.257434177292,,364.32000732421881,680.83001708984375,"(37.0899381, -87.6134118)",POINT(37.0899381 -87.6134118)
3322,6021005068403,KY,Christian,DAWSON SPRINGS,42408,18664 COLLINS BRIDGE RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,218.446886621856,,654.33001708984375,1285.239990234375,"(37.0899381, -87.6134118)",POINT(37.0899381 -87.6134118)
3376,6021005063001,KY,Christian,DAWSON SPRINGS,42408,20020 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,221.658846137516,,334.42999267578125,655.5999755859375,"(37.0941214, -87.6468407)",POINT(37.0941214 -87.6468407)
3377,6021005062648,KY,Christian,DAWSON SPRINGS,42408,20020 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,190.154847348148,,698.469970703125,1393.6800537109375,"(37.0941214, -87.6468407)",POINT(37.0941214 -87.6468407)
3384,6021005064009,KY,Christian,DAWSON SPRINGS,42408,20715 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,205.118171683389,,714.71002197265625,1425.239990234375,"(37.0992466, -87.6582864)",POINT(37.0992466 -87.6582864)
3385,6021005062469,KY,Christian,DAWSON SPRINGS,42408,20725 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,353.44441772597,,1336.9000244140625,3350.030029296875,"(37.1022215, -87.6520051)",POINT(37.1022215 -87.6520051)
3235,6021005068325,KY,Christian,DAWSON SPRINGS,42408,21348 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,325.536368243537,,171.41000366210938,292.760009765625,"(37.1079107, -87.6474959)",POINT(37.1079107 -87.6474959)
3234,6021005065166,KY,Christian,DAWSON SPRINGS,42408,21348 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,196.757559173482,,338.89999389648438,608.989990234375,"(37.1079107, -87.6474959)",POINT(37.1079107 -87.6474959)
10971,6021005033262,KY,Caldwell,DAWSON SPRINGS,42408,2778 MOUNT HEBRON CHURCH RD DAWSON SPRINGS KY 42408,1170,,SingleFamily,CE,GAS,Gas,234.396605764876,,615.6500244140625,1223.530029296875,"(37.1355838, -87.7360952)",POINT(37.1355838 -87.7360952)
10970,6021005039284,KY,Caldwell,DAWSON SPRINGS,42408,2778 MOUNT HEBRON CHURCH RD DAWSON SPRINGS KY 42408,1170,,SingleFamily,CE,GAS,Gas,261.877511355125,,503.83999633789057,986.61999511718761,"(37.1355838, -87.7360952)",POINT(37.1355838 -87.7360952)
13687,6021005037032,KY,Caldwell,DAWSON SPRINGS,42408,13629 DAWSON RD DAWSON SPRINGS KY 42408,1222,,SingleFamily,NO,GAS,Gas,618.876493481622,,1007.8699951171876,3185.8798828125,"(37.1382382, -87.7814638)",POINT(37.1382382 -87.7814638)
13688,6021005033577,KY,Caldwell,DAWSON SPRINGS,42408,13629 DAWSON RD DAWSON SPRINGS KY 42408,1222,,SingleFamily,NO,GAS,Gas,299.671571897955,,473.07998657226562,1497.47998046875,"(37.1382382, -87.7814638)",POINT(37.1382382 -87.7814638)
3173,6021005033389,KY,Caldwell,DAWSON SPRINGS,42408,463 LISANBY POINT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NO,GAS,Gas,287.61724600053,,450.89999389648438,1356.0400390625,"(37.1423664, -87.6883323)",POINT(37.1423664 -87.6883323)
6547,6021005035396,KY,Caldwell,DAWSON SPRINGS,42408,14701 DAWSON RD DAWSON SPRINGS KY 42408,1593,,SingleFamily,CE,GAS,Gas,295.613245867301,EE_LOW,227.99000549316409,439.8599853515625,"(37.1442775, -87.7657188)",POINT(37.1442775 -87.7657188)
11371,6021005028991,KY,Caldwell,DAWSON SPRINGS,42408,24864 LAKEWOOD DR DAWSON SPRINGS KY 42408,924,,SingleFamily,CE,GAS,Gas,303.382016117092,EE_LOW,342.8900146484375,679.47998046875,"(37.1447029, -87.6842022)",POINT(37.1447029 -87.6842022)
4523,6021005036968,KY,Caldwell,DAWSON SPRINGS,42408,18352 DAWSON RD DAWSON SPRINGS KY 42408,784,,SingleFamily,NO,GAS,Gas,528.78919477686,EE_LOW,776.3599853515625,1800.6400146484375,"(37.1605498, -87.7089677)",POINT(37.1605498 -87.7089677)
4521,6021005034419,KY,Caldwell,DAWSON SPRINGS,42408,18352 DAWSON RD DAWSON SPRINGS KY 42408,784,,SingleFamily,NO,GAS,Gas,286.963751377203,EE_LOW,439.1300048828125,852.71002197265614,"(37.1605498, -87.7089677)",POINT(37.1605498 -87.7089677)
4522,6021005029929,KY,Caldwell,DAWSON SPRINGS,42408,18352 DAWSON RD DAWSON SPRINGS KY 42408,784,,SingleFamily,NO,GAS,Gas,238.473431947638,EE_LOW,714.219970703125,1959.030029296875,"(37.1605498, -87.7089677)",POINT(37.1605498 -87.7089677)
4524,6021005031653,KY,Caldwell,DAWSON SPRINGS,42408,18352 DAWSON RD DAWSON SPRINGS KY 42408,784,,SingleFamily,NO,GAS,Gas,395.826980505766,EE_LOW,303.04000854492188,575.3699951171875,"(37.1605498, -87.7089677)",POINT(37.1605498 -87.7089677)
11706,6021005029611,KY,Caldwell,DAWSON SPRINGS,42408,18244 DAWSON RD DAWSON SPRINGS KY 42408,1185,,SingleFamily,CE,GAS,Gas,78.3808558367301,,203.8500061035156,543.20001220703125,"(37.1607527, -87.7108152)",POINT(37.1607527 -87.7108152)
14880,6021005031456,KY,Caldwell,DAWSON SPRINGS,42408,17777 DAWSON RD DAWSON SPRINGS KY 42408,988,,SingleFamily,CE,GAS,Gas,196.048585889597,,1041.219970703125,2905.050048828125,"(37.1610533, -87.7188394)",POINT(37.1610533 -87.7188394)
14881,6021005033425,KY,Caldwell,DAWSON SPRINGS,42408,17777 DAWSON RD DAWSON SPRINGS KY 42408,988,,SingleFamily,CE,GAS,Gas,232.0442288504,,464.1300048828125,1420.1099853515625,"(37.1610533, -87.7188394)",POINT(37.1610533 -87.7188394)
3898,6021005031751,KY,Caldwell,DAWSON SPRINGS,42408,17739 DAWSON RD DAWSON SPRINGS KY 42408,1284,,SingleFamily,CE,GAS,Gas,197.957977045074,,415.57998657226562,1315.030029296875,"(37.1610989, -87.7201285)",POINT(37.1610989 -87.7201285)
3011,6021005066576,KY,Christian,DAWSON SPRINGS,42408,17752 CORD HAMBY RD DAWSON SPRINGS KY 42408,0,,SingleFamily,CE,GAS,Gas,492.375196782243,,1141.010009765625,2565.530029296875,"(37.1672684, -87.6925074)",POINT(37.1672684 -87.6925074)
4117,6021005033276,KY,Caldwell,DAWSON SPRINGS,42408,101 MCINTOSH LN DAWSON SPRINGS KY 42408,1544,,SingleFamily,CE,GAS,Gas,572.122061602912,EE_LOW,866.16998291015614,2269.8701171875,"(37.1672684, -87.6925074)",POINT(37.1672684 -87.6925074)
4116,6021005030965,KY,Caldwell,DAWSON SPRINGS,42408,101 MCINTOSH LN DAWSON SPRINGS KY 42408,1544,,SingleFamily,CE,GAS,Gas,1205.479237717,EE_LOW,531.3699951171875,1681.18994140625,"(37.1672684, -87.6925074)",POINT(37.1672684 -87.6925074)
4042,6021005095387,KY,Hopkins,DAWSON SPRINGS,42408,321 W WALNUT ST DAWSON SPRINGS KY 42408,1032,,SingleFamily,WA,GAS,Gas,133.269566292481,EE_LOW,143.89999389648438,313.95999145507807,"(37.1676477, -87.6973807)",POINT(37.1676477 -87.6973807)
14696,6021005094702,KY,Hopkins,DAWSON SPRINGS,42408,310 FRANKLIN ST DAWSON SPRINGS KY 42408,984,,SingleFamily,WA,GAS,Gas,249.980837410509,EE_MED,316.79000854492188,632.34002685546875,"(37.1687459, -87.6957637)",POINT(37.1687459 -87.6957637)
1515,6021005097871,KY,Hopkins,DAWSON SPRINGS,42408,200 HUNTER ST DAWSON SPRINGS KY 42408,0,,Other,NONE,GAS,Gas,229.546523996819,,6355.919921875,18870.279296875,"(37.1691793, -87.6922214)",POINT(37.1691793 -87.6922214)
8795,6019004576434,KY,Muhlenberg,GRAHAM,42344,239 BIRD LN GRAHAM KY 42344,1125,,SingleFamily,WA,GAS,Gas,140.728329049305,EE_MED,128.3800048828125,287.510009765625,"(37.2520984, -87.2810982)",POINT(37.2520984 -87.2810982)
8794,6019004576435,KY,Muhlenberg,GRAHAM,42344,239 BIRD LN GRAHAM KY 42344,1125,,SingleFamily,WA,GAS,Gas,108.663310821771,EE_MED,229.86000061035159,507.85000610351562,"(37.2520984, -87.2810982)",POINT(37.2520984 -87.2810982)
14361,6020004889522,KY,Hopkins,MADISONVILLE,42431,536 SHARP AVE MADISONVILLE KY 42431,1235,,SingleFamily,WA,GAS,Gas,277.485523985115,EE_MED,465.35000610351562,927.280029296875,"(37.3247694, -87.5087266)",POINT(37.3247694 -87.5087266)
8220,6020004892024,KY,Hopkins,MADISONVILLE,42431,582 W BROADWAY ST MADISONVILLE KY 42431,2394,,SingleFamily,WA,GAS,Gas,51.0206142838052,EE_MED,120.38999938964844,314.239990234375,"(37.3264372, -87.5096351)",POINT(37.3264372 -87.5096351)
142,6020004881814,KY,Hopkins,MADISONVILLE,42431,642 SUGG ST MADISONVILLE KY 42431,0,,SingleFamily,NONE,GAS,Gas,483.786477113381,,1031.0899658203125,2335.409912109375,"(37.3278553, -87.5105822)",POINT(37.3278553 -87.5105822)
9777,6020004885251,KY,Hopkins,MADISONVILLE,42431,244 N SEMINARY ST MADISONVILLE KY 42431,1148,,SingleFamily,WA,GAS,Gas,236.141304347826,,393.510009765625,714.19000244140636,"(37.3329618, -87.5013422)",POINT(37.3329618 -87.5013422)
10308,6020004887364,KY,Hopkins,MADISONVILLE,42431,521 W NOEL AVE MADISONVILLE KY 42431,900,,SingleFamily,NONE,GAS,Gas,322.440668928982,EE_MED,343.01998901367188,672.47998046875,"(37.3341749, -87.5069807)",POINT(37.3341749 -87.5069807)
1311,6020004894891,KY,Hopkins,MADISONVILLE,42431,557 W NOEL AVE MADISONVILLE KY 42431,0,,Other,NONE,GAS,Gas,293.244124430611,,268.39999389648438,527.6400146484375,"(37.3342751, -87.5077311)",POINT(37.3342751 -87.5077311)
1312,6020004877927,KY,Hopkins,MADISONVILLE,42431,557 W NOEL AVE MADISONVILLE KY 42431,0,,Other,NONE,GAS,Gas,153.361280868683,,434.79998779296881,705.6199951171875,"(37.3342751, -87.5077311)",POINT(37.3342751 -87.5077311)
1310,6020004890863,KY,Hopkins,MADISONVILLE,42431,557 W NOEL AVE MADISONVILLE KY 42431,0,,Other,NONE,GAS,Gas,159.170471667712,,321.76998901367188,596.44000244140636,"(37.3342751, -87.5077311)",POINT(37.3342751 -87.5077311)
3352,6021005066177,KY,Christian,DAWSON SPRINGS,42408,19158 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,260.912252811019,,237.75999450683597,428.760009765625,"(37.08925199999999, -87.6374)",POINT(37.089252 -87.6374)
3336,6021005067613,KY,Christian,DAWSON SPRINGS,42408,18960 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,589.661451896829,,939.30999755859364,2966.929931640625,"(37.08840800000001, -87.629887)",POINT(37.088408 -87.629887)
3337,6021005068271,KY,Christian,DAWSON SPRINGS,42408,18960 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,886.322748462758,,400.76998901367193,910.030029296875,"(37.08840800000001, -87.629887)",POINT(37.088408 -87.629887)
3335,6021005063067,KY,Christian,DAWSON SPRINGS,42408,18960 DAWSON SPRINGS RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,622.180044593088,,861.1400146484375,1933.68994140625,"(37.08840800000001, -87.629887)",POINT(37.088408 -87.629887)
3237,6021005062814,KY,Christian,DAWSON SPRINGS,42408,21486 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,123.382675800302,,155.53999328613281,340.04000854492188,"(37.108761, -87.64481599999999)",POINT(37.108761 -87.644816)
3236,6021005063464,KY,Christian,DAWSON SPRINGS,42408,21486 LOGAN BENNETT RD DAWSON SPRINGS KY 42408,0,,SingleFamily,WU,GAS,Gas,313.113900175063,,278.1400146484375,544.55999755859375,"(37.108761, -87.64481599999999)",POINT(37.108761 -87.644816)
8099,6021005032262,KY,Caldwell,DAWSON SPRINGS,42408,18079 DAWSON RD DAWSON SPRINGS KY 42408,1368,,SingleFamily,CE,GAS,Gas,728.645984934591,,577.1300048828125,1353.699951171875,"(37.161439, -87.71396999999999)",POINT(37.161439 -87.71397)
